Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_diff,estimated_power,Actual Failure,Predicted Failure,Failure Probability,Risk Category
0,300.8,311.9,1414,41.1,171,11.099999999999966,6085.830456681075,0,0,0.0006669214841681238,Low Risk
1,300.8,310.6,1669,28.4,79,9.800000000000011,4963.674504769825,0,0,0.0014431463269205691,Low Risk
0,301.9,311.2,1369,49.8,66,9.300000000000011,7139.394968988948,0,0,0.008138702475316742,Low Risk
0,302.2,311.2,1649,33.2,9,9.0,5733.07148958499,0,0,0.00040041563885450347,Low Risk
1,303.4,311.8,1341,47.0,210,8.400000000000034,6600.172005926797,1,1,0.8773119461183977,High Risk
0,299.1,308.5,1455,39.8,145,9.399999999999975,6064.216299224377,0,0,0.0006459954091533844,Low Risk
1,301.4,310.8,1782,26.5,6,9.400000000000034,4945.180996015693,0,0,0.000792998357797119,Low Risk
0,298.0,308.9,1390,53.9,88,10.899999999999975,7845.70877332003,0,0,0.0011690758425042139,Low Risk
1,301.1,310.5,1646,30.7,76,9.399999999999975,5291.719609657672,0,0,0.00028492599116753883,Low Risk
0,300.7,309.6,1733,24.8,85,8.900000000000034,4500.687523434785,0,0,0.0014932341357182376,Low Risk
1,298.9,309.0,1812,25.9,174,10.100000000000025,4914.581883569729,0,0,0.0014348671369355376,Low Risk
1,297.8,307.4,1752,26.1,52,9.599999999999966,4788.541186307707,0,0,0.0011020977938696675,Low Risk
1,300.8,309.7,1519,39.7,16,8.899999999999977,6315.0515286625,0,0,0.00031601514150428155,Low Risk
1,300.9,310.8,1599,33.0,7,9.900000000000034,5525.747318399087,0,0,0.0002446533507342231,Low Risk
1,299.1,308.9,1325,48.4,220,9.799999999999956,6715.677895823781,0,0,0.2085301547361064,Low Risk
1,300.9,312.0,1402,50.7,185,11.100000000000025,7443.626801562585,0,0,0.0005666646612238302,Low Risk
2,300.5,311.6,1506,36.2,10,11.100000000000025,5709.027833809517,0,0,0.002203850801506827,Low Risk
2,302.8,312.3,1483,47.2,223,9.5,7330.131530963897,0,0,0.13178273355363523,Low Risk
0,301.5,310.5,1611,33.8,144,9.0,5702.17916182469,0,0,0.0002849730209756301,Low Risk
0,299.8,309.1,1578,42.1,191,9.300000000000011,6956.931267668453,0,0,0.0005725932391968814,Low Risk
1,298.2,308.8,1626,40.4,20,10.600000000000025,6879.082601712498,0,0,0.00030370442448224364,Low Risk
0,297.3,308.3,2358,14.9,49,11.0,3679.24482032515,0,0,0.002178390864565855,Low Risk
0,302.1,310.6,1385,53.6,5,8.5,7773.975741063064,0,0,0.04152939381920578,Low Risk
2,299.1,308.8,1566,46.6,192,9.699999999999989,7641.986961710243,0,0,0.0005214537730446355,Low Risk
0,298.0,309.2,1458,39.8,87,11.199999999999989,6076.719837985664,0,0,0.00035352256190848653,Low Risk
1,300.5,310.0,1580,37.0,181,9.5,6121.91688429531,0,0,0.0004707629308906949,Low Risk
1,301.7,310.0,1391,50.6,195,8.300000000000011,7370.658076195206,0,0,0.027003426737597036,Low Risk
0,298.3,309.1,1616,31.1,195,10.800000000000011,5262.963564901813,0,0,0.00034697666433661565,Low Risk
0,297.9,307.8,1505,37.3,100,9.900000000000034,5878.60053327478,0,0,0.0004316470540350282,Low Risk
1,302.9,312.4,1334,50.9,5,9.5,7110.53420447797,0,0,0.0068178821458448995,Low Risk
0,303.5,311.7,1620,31.0,141,8.199999999999989,5259.026102109314,0,0,0.0001609913619436061,Low Risk
0,300.8,311.4,1492,40.6,20,10.599999999999966,6343.420110324415,0,0,0.00022119627388686965,Low Risk
1,300.2,311.6,1415,55.8,82,11.400000000000034,8268.357704982976,0,0,0.0038881060187530587,Low Risk
0,298.3,308.9,1862,27.0,172,10.599999999999966,5264.680968885776,0,0,0.0016507534625908064,Low Risk
1,302.3,310.8,1611,31.8,169,8.5,5364.772110829146,0,0,0.00026262675845970895,Low Risk
2,298.7,308.4,1432,42.8,197,9.699999999999989,6418.2319033818985,0,0,0.0009295922826957449,Low Risk
0,297.9,309.1,1457,44.4,28,11.200000000000044,6774.404734494886,0,0,0.0003811264653230818,Low Risk
0,298.8,308.6,1268,55.8,155,9.800000000000011,7409.383441638455,0,0,0.0029213461343267815,Low Risk
1,298.5,308.6,1384,54.4,44,10.100000000000025,7884.308475057136,0,0,0.0006169420896175476,Low Risk
0,296.3,307.4,1472,39.9,51,11.099999999999966,6150.484433491953,0,0,0.00042477998230811725,Low Risk
0,303.6,312.9,1873,23.5,7,9.299999999999956,4609.292381469385,0,0,0.0010546114316747222,Low Risk
0,301.5,311.1,1426,52.1,121,9.600000000000025,7780.112318713074,0,0,0.0003448636206555955,Low Risk
2,300.6,310.4,1510,42.8,124,9.799999999999956,6767.828333873371,0,0,0.00038902701404854473,Low Risk
1,302.7,312.0,1944,21.4,71,9.300000000000011,4356.509364586038,0,0,0.0007822665655008888,Low Risk
0,300.3,310.3,1362,60.3,206,10.0,8600.486880320488,1,1,0.8474740108901543,High Risk
0,297.2,307.9,1326,75.4,172,10.699999999999989,10469.923004765633,1,1,1.0,High Risk
0,300.0,311.2,1351,44.1,206,11.199999999999989,6239.108762249722,0,0,0.062456204757159836,Low Risk
0,297.1,307.8,1536,40.4,92,10.699999999999989,6498.321572097415,0,0,0.00028101553950058816,Low Risk
0,297.6,308.6,1576,32.7,83,11.0,5396.7535240426905,0,0,0.00029627669668477795,Low Risk
0,300.5,311.5,1487,43.0,78,11.0,6695.885862106166,0,0,0.00048185946959230895,Low Risk
0,299.8,309.6,1447,43.1,12,9.800000000000011,6530.920831866165,0,0,0.000288856801467796,Low Risk
1,295.5,305.9,1453,47.3,9,10.399999999999975,7197.064138133344,0,0,0.00040998597734519796,Low Risk
0,297.6,308.3,1617,31.7,39,10.699999999999989,5367.819455703128,0,0,0.00032903353878167667,Low Risk
0,302.4,311.5,1590,39.9,58,9.100000000000025,6643.525984546334,0,0,0.00021735941787952423,Low Risk
1,299.6,309.4,1642,30.3,80,9.799999999999956,5210.080088566384,0,0,0.00032015893286914344,Low Risk
0,297.1,308.4,1529,40.4,165,11.299999999999956,6468.706825349575,0,0,0.0003324421828228232,Low Risk
0,298.1,309.9,1563,32.8,51,11.799999999999956,5368.604853866525,0,0,0.0006052619933584847,Low Risk
1,299.1,308.9,1476,42.7,225,9.799999999999956,6599.983510367581,0,0,0.04297050678811854,Low Risk
1,297.9,308.8,1469,49.0,51,10.900000000000034,7537.83269326823,0,0,0.00030630156059938124,Low Risk
0,297.7,308.1,1697,29.1,179,10.400000000000034,5171.344251147623,0,0,0.00377300984812915,Low Risk
0,297.6,308.3,1478,42.3,193,10.699999999999989,6547.016258228056,0,0,0.00029243297463333283,Low Risk
0,303.3,312.2,1506,40.0,50,8.899999999999977,6308.318048408305,0,0,0.00021009003998383885,Low Risk
1,302.9,312.5,1924,24.0,17,9.600000000000025,4835.539412405409,0,0,0.0025994688370243628,Low Risk
0,299.0,308.7,1706,28.6,206,9.699999999999989,5109.444403896391,0,0,0.02134908140347893,Low Risk
0,298.4,308.8,1458,40.1,111,10.400000000000034,6122.524258875003,0,0,0.0002902089362033586,Low Risk
0,300.5,310.8,1445,46.6,155,10.300000000000011,7051.51415049253,0,0,0.0005363848468230869,Low Risk
0,298.1,307.5,1684,33.1,200,9.399999999999975,5837.121038271884,0,0,0.03547387532105549,Low Risk
0,296.8,307.9,1611,35.4,72,11.099999999999966,5972.104802621125,0,0,0.00042285127232385685,Low Risk
0,303.0,312.6,1451,42.1,125,9.600000000000025,6397.026152970168,0,0,0.0002197096030063141,Low Risk
0,297.9,308.4,1646,40.6,175,10.5,6998.169907234576,0,0,0.0002797715623803138,Low Risk
0,298.8,308.4,1737,27.7,130,9.599999999999966,5038.580545606917,0,0,0.0012646226505452851,Low Risk
1,297.6,308.7,1408,54.8,147,11.099999999999966,8080.008753424755,0,0,0.00605886531648903,Low Risk
0,302.5,311.2,1227,60.1,167,8.699999999999989,7722.317485862535,0,0,0.06393514220326108,Low Risk
1,300.7,310.7,1347,46.5,183,10.0,6559.174221797451,0,0,0.0007676037418283564,Low Risk
0,304.2,313.3,1668,35.7,180,9.100000000000025,6235.810089963453,0,0,0.0005842430630311278,Low Risk
0,302.0,310.6,1361,46.7,182,8.600000000000023,6655.851499723921,0,1,0.4770747630143131,Medium Risk
1,301.2,310.8,1396,47.4,5,9.600000000000025,6929.348084169935,0,0,0.0004106511579648869,Low Risk
1,300.4,311.7,1398,42.6,176,11.300000000000011,6236.5640722003145,0,0,0.0005417949293323082,Low Risk
0,302.4,311.0,1610,33.1,161,8.600000000000023,5580.620470081789,0,0,0.00017710862520495794,Low Risk
0,299.0,310.3,1431,39.9,157,11.300000000000011,5979.173386091702,0,0,0.0007491962321107946,Low Risk
1,301.4,311.0,1486,36.5,91,9.600000000000025,5679.894797935226,0,0,0.0002735815735889433,Low Risk
0,300.6,309.4,1369,51.6,71,8.799999999999955,7397.445389554814,0,0,0.021080237857721597,Low Risk
0,301.5,311.1,2055,16.8,105,9.600000000000025,3615.3448257511336,0,0,0.0008450693696851132,Low Risk
0,300.4,309.6,1386,56.9,170,9.200000000000044,8258.555935903776,0,0,0.002761762405348791,Low Risk
0,300.2,309.5,1495,32.6,49,9.300000000000011,5103.7267052668585,0,0,0.000348214957881413,Low Risk
0,298.8,309.7,1609,40.4,169,10.899999999999975,6807.1610738963145,0,0,0.00043311426778680403,Low Risk
0,303.8,312.5,1372,45.7,180,8.699999999999989,6565.970533904717,0,0,0.015469720793876662,Low Risk
2,298.8,309.7,1461,55.1,118,10.899999999999975,8430.055478863243,0,0,0.0031292075675747695,Low Risk
1,299.8,311.0,1948,20.0,185,11.199999999999989,4079.881659461944,0,0,0.003187467988710977,Low Risk
2,297.8,307.5,1631,31.3,124,9.699999999999989,5345.974914785167,0,0,0.0004946071487804016,Low Risk
0,300.4,309.9,1376,43.5,74,9.5,6268.1056624423545,0,0,0.0013094145069130038,Low Risk
2,301.9,311.0,1336,63.6,111,9.100000000000025,8897.995704615445,0,0,0.16786835910040934,Low Risk
1,296.9,307.9,1385,44.8,144,11.0,6497.651365664649,0,0,0.002665802023433819,Low Risk
2,298.1,309.5,1530,40.2,65,11.399999999999975,6440.893258389794,0,0,0.0007670531995626345,Low Risk
1,304.3,313.6,1585,32.1,202,9.300000000000011,5327.98406085561,0,0,0.06451227933642965,Low Risk
0,296.6,307.5,1439,45.5,199,10.899999999999975,6856.473606582163,0,0,0.01706094360291942,Low Risk
0,296.4,307.4,2833,5.6,213,11.0,1661.3579710223785,1,1,0.8534482586286221,High Risk
1,298.1,308.6,1415,46.3,27,10.5,6860.66239678695,0,0,0.0012287719230390647,Low Risk
0,302.3,310.9,1545,36.7,18,8.599999999999966,5937.76719491739,0,0,0.0002630137313933331,Low Risk
1,297.0,308.3,1399,46.4,132,11.300000000000011,6797.736295935547,0,0,0.0007829132775388706,Low Risk
0,302.7,312.4,1423,51.9,60,9.699999999999989,7733.941378680817,0,0,0.0066643813733329015,Low Risk
0,295.8,306.3,1337,54.6,87,10.5,7644.563067686186,0,0,0.0011314674297649256,Low Risk
0,299.1,308.7,1498,38.9,181,9.599999999999966,6102.250514283838,0,0,0.00030588720040108713,Low Risk
1,303.5,313.0,1492,46.1,89,9.5,7202.750420836343,0,0,0.005920551543727813,Low Risk
1,301.7,311.0,1298,58.1,168,9.300000000000011,7897.314668642998,0,0,0.02954530749530275,Low Risk
0,303.2,312.6,1601,35.3,148,9.400000000000034,5918.268376514107,0,0,0.00025166573326279227,Low Risk
0,303.7,312.3,1384,45.9,121,8.600000000000023,6652.385275829458,0,0,0.11793377701900994,Low Risk
0,302.1,311.0,1351,49.5,196,8.899999999999977,7003.081263749687,0,0,0.04990400701679855,Low Risk
0,300.7,310.2,1569,32.8,31,9.5,5389.213701674074,0,0,0.00029109845776662137,Low Risk
1,302.6,310.2,2676,10.8,84,7.599999999999966,3026.484698762263,1,1,0.91,High Risk
0,298.8,309.8,1485,42.4,74,11.0,6593.574661354258,0,0,0.0005437750625460524,Low Risk
0,301.6,309.8,1588,33.9,89,8.199999999999989,5637.399521307668,0,0,0.0002683102214432882,Low Risk
0,299.4,308.7,1681,30.8,171,9.300000000000011,5421.844377369361,0,0,0.0012539037023065872,Low Risk
0,300.1,309.4,1694,27.4,44,9.299999999999956,4860.63026573208,0,0,0.003288127218526711,Low Risk
0,299.1,308.2,1493,34.9,119,9.099999999999966,5456.496144338456,0,0,0.00038812624267686496,Low Risk
1,298.6,309.0,1481,40.8,6,10.399999999999975,6327.670259154418,0,0,0.00028187044469443794,Low Risk
0,299.0,310.2,1494,40.6,67,11.199999999999989,6351.923354440131,0,0,0.00027979879902393355,Low Risk
0,297.9,307.7,1492,43.7,59,9.800000000000011,6827.769921703865,0,0,0.0003034187505510224,Low Risk
0,300.6,309.3,1409,38.7,115,8.699999999999989,5710.190223091344,0,0,0.0007502814418153357,Low Risk
2,298.7,308.4,1560,33.3,53,9.699999999999989,5439.981838956085,0,0,0.00035573089587525973,Low Risk
0,298.8,309.8,1363,44.0,25,11.0,6280.253154036236,0,0,0.002076691760399264,Low Risk
1,298.6,309.7,1675,28.4,115,11.099999999999966,4981.518751042216,0,0,0.0022079927518085345,Low Risk
0,302.6,312.3,1554,42.0,58,9.699999999999989,6834.8489771499535,0,0,0.00020271111747381743,Low Risk
0,297.5,308.9,1469,44.0,185,11.399999999999975,6768.666091914329,0,0,0.00041190841624252146,Low Risk
1,297.6,308.5,1431,52.6,26,10.899999999999975,7882.318799709863,0,0,0.0004501791837718805,Low Risk
0,299.7,310.3,1495,43.1,101,10.600000000000025,6747.565061257717,0,0,0.0002342020202346407,Low Risk
0,298.6,308.2,1325,54.0,41,9.599999999999966,7492.698478811657,0,0,0.0012294508488892527,Low Risk
0,300.9,310.5,1616,33.5,25,9.600000000000025,5669.108663157901,0,0,0.0002892538884782319,Low Risk
1,302.3,310.7,1559,33.9,119,8.399999999999977,5534.449530049531,0,0,0.00024314873007965496,Low Risk
1,298.3,307.7,1602,33.4,106,9.399999999999975,5603.218993236612,0,0,0.0005510047179271717,Low Risk
1,297.3,308.5,1520,42.4,171,11.199999999999989,6748.978777951834,0,0,0.00036791541495659,Low Risk
0,301.7,310.8,1559,44.5,135,9.100000000000025,7264.985371303956,0,0,0.00031453692695936617,Low Risk
0,302.4,311.8,1648,30.0,122,9.400000000000034,5177.344693115979,0,0,0.00026301843511172064,Low Risk
0,298.3,308.1,1840,21.5,88,9.800000000000011,4142.713512533741,0,0,0.0009152169772763435,Low Risk
1,301.7,310.6,1417,45.2,185,8.900000000000034,6707.1327638060175,0,0,0.0011169491132405444,Low Risk
0,304.0,313.2,1632,30.6,121,9.199999999999989,5229.620794871714,0,0,0.00024001656959680176,Low Risk
0,302.3,311.7,1400,41.6,136,9.399999999999975,6098.878538168984,0,0,0.000532855073294777,Low Risk
1,302.9,312.4,1659,33.1,152,9.5,5750.465440910365,0,0,0.0006661732060997756,Low Risk
2,302.5,311.9,1595,34.6,112,9.399999999999975,5779.169125788665,0,0,0.00028359159770566884,Low Risk
2,296.8,308.0,1311,58.6,19,11.199999999999989,8045.053299165814,0,0,0.0010449733850362792,Low Risk
0,300.3,311.0,1613,34.7,142,10.699999999999989,5861.27988577799,0,0,0.0002723135531507828,Low Risk
0,298.5,309.5,1579,38.6,126,11.0,6382.606242690191,0,0,0.00027908233385861366,Low Risk
0,302.6,310.5,1461,45.4,0,7.899999999999977,6945.99852523396,0,0,0.0017704165403137106,Low Risk
0,302.2,311.4,1397,53.0,17,9.199999999999989,7753.555388814729,0,0,0.0008372956957394603,Low Risk
0,299.7,309.4,1445,42.9,55,9.699999999999989,6491.629979745268,0,0,0.0002553980922600445,Low Risk
0,300.1,310.5,1394,44.3,121,10.399999999999975,6466.884701610493,0,0,0.00048206851166315753,Low Risk
0,300.6,310.6,1514,39.5,87,10.0,6262.555515421012,0,0,0.0002396262330380998,Low Risk
1,303.4,311.8,1515,42.6,204,8.400000000000034,6758.508275667722,0,0,0.017207799242621516,Low Risk
0,301.5,310.5,1556,39.1,48,9.0,6371.108013578053,0,0,0.00024537836652277224,Low Risk
0,298.2,308.1,1379,62.3,149,9.900000000000034,8996.652185913674,0,1,0.4768127299231897,Medium Risk
0,300.1,311.4,1438,42.2,139,11.299999999999956,6354.771731779386,0,0,0.0005318839722971976,Low Risk
0,299.6,309.2,1540,36.7,221,9.599999999999966,5918.551119852931,0,0,0.07371681968774502,Low Risk
0,300.2,310.3,1202,59.5,40,10.100000000000025,7489.452166402947,0,0,0.010547575053872753,Low Risk
0,301.1,311.1,1508,41.5,184,10.0,6553.571714898547,0,0,0.0002319957200423102,Low Risk
2,301.9,311.0,1291,63.6,137,9.100000000000025,8598.287765462977,0,0,0.08917243131243315,Low Risk
0,302.4,311.0,1462,48.5,81,8.600000000000023,7425.363676269716,0,0,0.0007139455139836646,Low Risk
0,302.6,312.2,1520,43.0,208,9.599999999999966,6844.483194620963,0,0,0.06579103896887661,Low Risk
0,298.8,308.6,1431,45.7,97,9.800000000000011,6848.326409633855,0,0,0.0005327261028487917,Low Risk
1,298.7,308.4,1441,43.2,132,9.699999999999989,6518.930419904966,0,0,0.0004754997011024377,Low Risk
0,298.6,309.9,1461,45.7,49,11.299999999999956,6991.897193902908,0,0,0.0005760858025866377,Low Risk
1,300.7,311.0,1378,41.2,93,10.300000000000011,5945.317489261516,0,0,0.0006422201214063522,Low Risk
0,302.1,311.0,1740,30.8,182,8.899999999999977,5612.141116372807,0,0,0.0005489293297641305,Low Risk
0,300.4,311.8,1636,32.3,7,11.400000000000034,5533.685075837157,0,0,0.001164741290314409,Low Risk
1,299.7,310.5,1490,41.2,126,10.800000000000011,6428.536327285675,0,0,0.00018021060009019562,Low Risk
0,298.7,309.6,1364,44.9,106,10.900000000000034,6413.4147946463945,0,0,0.0005817911346910311,Low Risk
0,298.3,308.3,1597,32.4,69,10.0,5418.493345205531,0,0,0.00027467989167748175,Low Risk
2,304.0,313.0,1701,30.4,171,9.0,5415.100425139654,0,0,0.0013398129605254492,Low Risk
2,299.4,309.0,1415,51.7,62,9.600000000000025,7660.826045656271,0,0,0.0009673802773542931,Low Risk
0,297.4,308.4,1525,38.7,62,11.0,6180.298147774522,0,0,0.000289735722011245,Low Risk
0,299.0,309.5,1861,23.3,73,10.5,4540.784717670103,0,0,0.0009947702572629205,Low Risk
0,303.8,312.7,1461,38.2,188,8.899999999999977,5844.430477179236,0,0,0.0003954069849973073,Low Risk
1,300.5,309.9,1552,41.3,116,9.399999999999975,6712.284975757902,0,0,0.0006618576131602133,Low Risk
2,297.6,309.6,1419,48.2,215,12.0,7162.391427213226,0,0,0.09703447166496819,Low Risk
0,298.0,308.4,1432,46.2,11,10.399999999999975,6928.091447108499,0,0,0.00048444078580346146,Low Risk
0,303.9,313.1,1639,29.0,95,9.200000000000044,4977.434680592549,0,0,0.0015963745373076615,Low Risk
0,298.0,308.6,1313,50.8,170,10.600000000000025,6984.849554383354,0,0,0.0006279727361832687,Low Risk
0,303.6,312.8,1701,30.8,12,9.199999999999989,5486.351746523072,0,0,0.00032053615546697535,Low Risk
0,300.5,310.6,1499,45.2,8,10.100000000000025,7095.266064181524,0,0,0.0005079262599426103,Low Risk
0,300.7,310.2,1387,50.6,83,9.5,7349.462797758985,0,0,0.00038909067360572884,Low Risk
2,298.5,308.7,1450,43.9,28,10.199999999999989,6665.936012141943,0,0,0.0006747536416288925,Low Risk
1,296.7,307.8,1258,69.0,105,11.100000000000025,9089.884183896707,1,1,0.985,High Risk
1,302.3,311.8,1879,23.0,124,9.5,4525.673657006336,0,0,0.000611196441083417,Low Risk
1,299.5,308.8,1886,20.9,117,9.300000000000011,4127.780475453677,0,0,0.0015396545252519547,Low Risk
1,298.5,309.3,1692,26.7,118,10.800000000000011,4730.861545187797,0,0,0.0011423737272777785,Low Risk
0,297.6,309.4,1326,49.8,199,11.799999999999956,6915.148085375708,0,0,0.010994634815671828,Low Risk
0,300.6,310.4,1494,47.3,118,9.799999999999956,7400.147159236901,0,0,0.0002847865673427449,Low Risk
2,299.8,310.9,1427,47.2,168,11.099999999999966,7053.336274231613,0,0,0.0016727792122432329,Low Risk
1,298.2,309.1,1651,28.8,186,10.900000000000034,4979.298692233679,0,0,0.003221458269387895,Low Risk
0,296.5,307.6,1607,33.5,104,11.100000000000025,5637.535656989324,0,0,0.0005512856693342603,Low Risk
0,299.1,308.2,1348,56.1,110,9.099999999999966,7919.201097463007,0,0,0.0024091724066836787,Low Risk
1,299.0,310.3,1657,31.0,70,11.300000000000011,5379.139661231564,0,0,0.0003045222872214466,Low Risk
1,298.8,309.9,1741,27.7,50,11.099999999999966,5050.183494474177,0,0,0.002268639051053983,Low Risk
0,297.6,308.3,1742,27.7,13,10.699999999999989,5053.084231690991,0,0,0.0011607399694465391,Low Risk
0,299.9,309.2,1560,38.9,180,9.300000000000011,6354.813619681433,0,0,0.0005567018844836064,Low Risk
0,299.1,310.4,1527,44.0,149,11.299999999999956,7035.9109069797,0,0,0.0002981705710059332,Low Risk
0,295.8,306.4,1339,53.2,67,10.599999999999966,7459.690811997941,0,0,0.001088430950367176,Low Risk
2,300.8,310.3,1777,30.1,38,9.5,5601.218845913826,0,0,0.0006831652855366474,Low Risk
0,297.3,308.3,1538,38.5,47,11.0,6200.770859900414,0,0,0.0002835154785003377,Low Risk
0,302.0,310.9,1546,34.4,7,8.899999999999977,5569.247904675793,0,0,0.00036470135314021774,Low Risk
0,297.2,308.3,1656,30.3,124,11.100000000000025,5254.5022086881445,0,0,0.0004339680531475159,Low Risk
0,301.4,310.4,1579,36.9,133,9.0,6101.507004022487,0,0,0.0002496066963324974,Low Risk
2,300.1,309.1,1560,35.4,14,9.0,5783.043756728091,0,0,0.000554066245023993,Low Risk
1,299.7,309.0,1465,49.0,158,9.300000000000011,7517.307621264777,0,0,0.00054163623386142,Low Risk
0,301.1,310.2,1496,43.4,54,9.099999999999966,6799.076708801078,0,0,0.00028380721859884753,Low Risk
0,297.4,308.4,1531,41.5,213,11.0,6653.526721160263,0,0,0.0275973529439909,Low Risk
0,303.8,313.0,1427,43.0,0,9.199999999999989,6425.708893897444,0,0,0.0004020002817342582,Low Risk
1,299.6,310.1,1646,29.6,73,10.5,5102.114021038016,0,0,0.0002537998893640502,Low Risk
0,297.4,308.5,1369,53.2,43,11.100000000000025,7626.823541168917,0,0,0.00876718243279333,Low Risk
0,299.6,310.6,1642,35.1,149,11.0,6035.439310517495,0,0,0.00024309277818730004,Low Risk
0,300.0,309.7,1586,37.8,103,9.699999999999989,6278.033095227698,0,0,0.00026344887805819386,Low Risk
0,297.6,309.1,1394,50.0,62,11.5,7298.966931840286,0,0,0.0005866901877194474,Low Risk
0,301.7,311.0,1441,44.3,208,9.300000000000011,6684.921703745137,1,0,0.08483319964979738,Low Risk
1,298.7,310.1,1506,50.7,53,11.400000000000034,7995.793126357527,0,0,0.0004145744053618508,Low Risk
0,298.5,308.2,1444,40.5,170,9.699999999999989,6124.220718907942,0,0,0.0003587059618758001,Low Risk
0,298.5,309.3,1630,33.3,116,10.800000000000011,5684.083588140013,0,0,0.0002964544469279113,Low Risk
0,296.5,307.6,1512,43.6,92,11.100000000000025,6903.461360704356,0,0,0.0004105522761674371,Low Risk
0,300.2,311.8,1379,51.0,46,11.600000000000025,7364.835657810552,0,0,0.015825527353050314,Low Risk
0,299.8,309.0,1567,36.1,95,9.199999999999989,5923.860411437498,0,0,0.0003362710890349185,Low Risk
0,297.9,307.8,1373,50.2,130,9.900000000000034,7217.767233720502,0,0,0.002988645650143296,Low Risk
0,297.6,309.2,1611,33.1,155,11.599999999999966,5584.08669397625,0,0,0.0003960700568442308,Low Risk
0,297.6,308.7,1319,50.9,141,11.099999999999966,7030.58067144411,0,0,0.0006200518540269849,Low Risk
0,299.8,309.8,1749,33.4,153,10.0,6117.372046923117,0,0,0.0008981157297880082,Low Risk
1,298.8,310.2,1583,35.7,116,11.399999999999975,5918.037993052845,0,0,0.0005460842528159715,Low Risk
0,301.6,310.8,1564,34.1,150,9.199999999999989,5584.955867943743,0,0,0.0002786514948207592,Low Risk
0,302.7,312.1,1763,26.5,184,9.400000000000034,4892.454599312945,0,0,0.0008623988369632339,Low Risk
1,302.3,311.8,1363,54.0,119,9.5,7707.5834163171985,1,0,0.008471486571579189,Low Risk
1,303.0,312.2,1257,71.3,122,9.199999999999989,9385.413804819898,1,1,0.95,High Risk
1,303.3,311.5,1569,36.6,47,8.199999999999989,6013.573825648511,0,0,0.00015351006518550135,Low Risk
1,301.5,311.0,1504,42.6,109,9.5,6709.43659841865,0,0,0.00021008685844883294,Low Risk
0,299.8,309.4,2256,15.9,201,9.599999999999966,3756.339504044244,0,0,0.022509209301284652,Low Risk
2,298.4,309.3,1984,19.2,132,10.900000000000034,3989.068687822175,0,0,0.0012548117259116808,Low Risk
1,299.7,311.0,1448,49.8,80,11.300000000000011,7551.383429580714,0,0,0.0007432171441514099,Low Risk
1,302.6,311.7,1430,51.7,32,9.099999999999966,7742.036215751568,0,0,0.0016747349377863774,Low Risk
0,297.9,307.8,1665,33.9,102,9.900000000000034,5910.749498096517,0,0,0.0004167016122650427,Low Risk
0,300.6,311.8,1652,27.2,52,11.199999999999989,4705.51936444884,0,0,0.001885355750227122,Low Risk
1,300.8,311.4,1852,22.2,53,10.599999999999966,4305.48989989174,0,0,0.0007406042318480534,Low Risk
1,298.1,308.1,1390,49.8,85,10.0,7248.910888893088,0,0,0.0005427869639485529,Low Risk
0,300.6,310.7,1397,53.7,80,10.099999999999966,7855.960837346244,0,0,0.0003848770890008619,Low Risk
1,300.0,309.3,1932,21.8,135,9.300000000000011,4410.544758227783,0,0,0.0014994834348917804,Low Risk
0,301.7,311.3,1584,38.8,132,9.600000000000025,6435.992373850193,0,0,0.00024329822293719656,Low Risk
0,301.4,310.8,1490,38.0,168,9.400000000000034,5929.2325348751365,0,0,0.00039897548678460295,Low Risk
0,297.3,308.7,1592,34.4,158,11.399999999999975,5734.956445177143,0,0,0.0003925588208891747,Low Risk
1,299.3,308.9,1577,34.9,160,9.599999999999966,5763.492578447251,0,0,0.00026666656803056175,Low Risk
2,297.7,307.4,1432,40.2,132,9.699999999999989,6028.339311120382,0,0,0.00098143032512631,Low Risk
0,303.5,313.0,1606,34.0,126,9.5,5718.117508553903,0,0,0.00023186637850962128,Low Risk
0,297.9,307.6,1977,20.2,182,9.700000000000044,4182.025308605661,0,0,0.0015930622094123814,Low Risk
0,300.6,310.5,1642,29.9,100,9.899999999999975,5141.300153403791,0,0,0.0002902726321893798,Low Risk
0,299.8,309.7,1624,34.2,96,9.899999999999975,5816.21897515,0,0,0.0002945647495004059,Low Risk
0,299.5,310.8,1447,41.0,93,11.300000000000011,6212.708911984055,0,0,0.000325074179067472,Low Risk
0,304.2,313.6,1411,46.0,149,9.400000000000034,6796.940425796637,0,0,0.0006146545645627584,Low Risk
1,299.2,308.4,1381,42.5,54,9.199999999999989,6146.26422736063,0,0,0.0006815416057289811,Low Risk
0,301.0,312.1,1675,30.7,200,11.100000000000025,5384.951607640704,0,0,0.013152036012645368,Low Risk
0,297.8,307.6,1607,30.3,62,9.800000000000011,5099.024788261986,0,0,0.00048626985521370574,Low Risk
2,298.6,309.8,1279,55.9,152,11.199999999999989,7487.054084010707,0,0,0.007324557240422318,Low Risk
1,301.0,310.9,1765,24.2,179,9.899999999999975,4472.894900426028,0,0,0.0011160447369125254,Low Risk
1,302.5,312.0,1436,43.5,184,9.5,6541.424223304667,0,0,0.0004375069512363007,Low Risk
0,301.0,312.1,1405,46.1,79,11.100000000000025,6782.750898977924,0,0,0.0011311368580806,Low Risk
